ID,Gender,Age,StudentId,Attendance,TestScore
9188,male,53,90 HV,0.76,69.89
9189,male,80,95 yj,0.71,56.08
9190,female,60,16 Ol,0.67,69.92
9191,male,54,51 RO,0.69,55
9192,female,45,76 Rb,0.75,48.32
9193,female,56,84 Bs,0.94,70.19
9195,male,38,93 wn,0.71,62.77
9196,female,45,99 KF,0.6,39.37
9197,male,61,60 pc,0.71,41.73
9198,female,36,38 it,0.78,63.27
9199,male,74,28 Nt,0.65,71.3
9200,female,77,74 Za,0.53,28.3
9201,female,17,30 Lk,0.79,76.49
9202,female,45,19 lV,0.89,68.41
9203,male,35,34 ge,0.44,29.91
9204,female,63,87 Qq,0.83,77.98
9205,female,77,25 uD,0.83,70
9206,male,76,74 QF,0.84,71.66
9207,female,17,91 CO,0.76,60.24
9208,female,50,44 Mh,0.84,58.02
9209,female,30,77 xm,0.85,73.77
9210,female,40,20 nz,0.61,57.44
9211,female,60,52 NU,0.74,64.05
9212,female,40,10 vC,0.76,66.45
9213,female,47,81 lB,0.91,77.51
9214,male,39,69 OB,0.66,59.27
9215,female,74,66 md,0.48,42.85
9216,male,60,59 pa,0.75,58.81
9217,female,75,51 aR,0.7,45.36
9218,female,43,58 sa,0.89,84.85
9219,male,55,15 PY,0.74,47.47
9220,male,50,30 xb,0.94,79.4
9221,male,55,88 Ab,0.87,73.46
9222,male,42,15 wR,0.8,58.44
9223,female,35,97 xQ,0.83,71.15
9224,male,62,73 qQ,0.53,64.43
9225,male,42,42 mZ,0.76,66.35
9226,female,77,85 Sn,0.87,77.81
9227,male,60,85 Gx,0.67,36.97
9228,male,35,95 xQ,0.9,97.18
9229,female,36,09 cg,0.81,69.75
9230,male,33,72 Lc,0.86,77.58
9231,female,60,09 wI,0.75,66.64
9232,male,17,26 Di,0.57,46.21
9233,female,26,92 oD,0.91,95.7
9234,female,70,81 ci,0.78,71.76
9235,female,56,86 pJ,0.9,70.24
9236,male,37,47 rf,0.76,50.72
9237,male,49,99 Bp,0.77,72.42
9238,male,33,38 Wh,0.65,51.44
9239,female,54,15 Oh,0.77,70.61
9240,male,33,96 Lx,0.89,91.46
9241,female,61,67 bD,0.78,74.68
9242,male,52,10 uS,0.86,63.94
9243,male,52,70 gl,0.88,69.12
9244,female,56,48 HL,0.95,83.61
9245,female,40,03 Zl,0.6,38.84
9246,male,91,13 tF,0.67,59.71
9247,female,35,64 IJ,0.75,76.32
9248,female,70,11 aC,0.68,67.13
9249,female,31,96 OB,0.71,57.37
9250,male,35,06 bs,0.8,72.91
9251,male,55,18 GH,0.74,52.57
9252,male,52,55 iJ,0.91,93.61
9253,male,42,12 Sv,0.88,58.07
9254,female,38,17 pG,0.7,49.57
9255,female,39,90 Tp,0.84,66.77
9256,female,45,27 HZ,0.28,22.27
9257,male,44,20 Ts,0.76,74.94
9258,female,67,63 bf,0.8,71.17
9259,male,40,07 WI,0.84,75.02
9260,male,63,44 bQ,0.8,71.64
9261,female,36,78 wx,0.37,27.23
9262,male,57,50 ed,0.68,55.16
9263,male,53,08 JL,0.76,81.41
9264,female,21,88 Bs,0.85,64.4
9265,female,41,80 IP,0.77,84.4
9266,female,59,32 VJ,0.85,67.88
9267,female,43,93 tO,0.63,50.99
9268,female,33,15 gy,0.85,76.68
9269,male,31,84 BM,0.54,35.98
9270,male,55,89 wO,0.73,64.71
9271,male,82,64 Gw,0.76,48.23
9272,male,78,87 ai,0.96,78.44
9273,male,61,51 dL,0.78,56.14
9274,female,48,24 XS,0.88,65.34
9275,female,52,77 lo,0.74,67.3
9276,male,48,15 cM,0.82,81.66
9277,male,57,61 ah,0.41,8.98
9278,male,61,51 Ga,0.39,31.79
9279,male,47,13 or,0.64,43.91
9280,female,64,92 xS,0.66,45.42
9281,male,38,57 BS,0.82,72.27
9282,female,41,00 Nw,0.84,87.96
9283,female,50,92 Mg,0.74,72.22
9284,female,46,14 eF,0.87,81.78
9285,female,57,68 dk,0.41,26.69
9286,female,64,25 xH,0.33,16.64
9287,female,28,67 Jr,0.57,51.53
9288,female,40,47 JI,0.78,78.57
9289,male,79,52 YR,0.92,90.1
9290,female,10,45 RR,0.61,46.22
9291,male,53,22 fn,0.79,53.51
9292,male,42,44 Yp,0.85,70.88
9293,female,23,87 dB,0.72,63.86
9294,female,40,65 za,0.87,63.66
9295,female,53,35 SJ,0.82,84.62
9296,male,68,88 ZK,0.69,74.95
9297,female,31,75 eF,0.83,86.52
9298,male,39,87 ZC,0.74,71.69
9299,male,34,34 IR,0.97,94.17
9300,female,47,01 dr,0.92,82.06
9301,female,62,31 xb,0.99,89.99
9302,female,63,54 VW,0.66,67.69
9303,female,55,84 Nt,0.52,46.96
9304,female,54,80 NU,0.36,36.35
9305,male,64,52 Wx,0.69,64.89
9306,male,60,56 pj,0.69,55.66
9307,male,55,07 SN,0.6,60.89
9308,male,83,65 qM,0.96,87.25
9309,female,47,30 oY,0.89,72.09
9310,female,67,60 pB,0.76,56.83
9311,male,52,07 Zg,0.58,53.14
9312,male,23,51 Di,0.85,68.11
9313,male,66,38 it,0.74,64.26
9314,female,47,03 NJ,0.91,75.22
9315,male,34,19 Ch,0.55,39.54
9316,female,40,23 Zr,0.79,79.41
9317,female,40,10 cT,0.94,87.75
9318,female,75,43 at,0.97,80.97
9319,female,33,64 Gp,0.88,60.39
9321,male,31,70 Nd,0.77,73.44
9322,male,47,14 vc,0.67,59.09
9323,female,33,64 eL,0.6,65.36
9324,male,54,92 pV,0.48,31.21
9325,male,40,77 CF,0.52,43.23
9326,female,34,20 kk,0.95,92.88
9327,female,67,82 lq,0.83,85.33
9328,female,75,70 Rw,0.62,44.14
9329,female,57,62 lw,0.9,82.65
9330,male,57,99 Vk,0.82,91.66
9331,male,33,17 kf,0.76,84.62
9332,male,42,25 Ek,0.28,11.59
9333,male,24,08 ez,0.76,77.26
9334,male,14,45 hO,0.77,41.94
9335,female,39,51 AQ,0.95,83.17
9336,male,39,97 XI,0.62,42.05
9337,female,48,52 Vj,0.94,77.86
9338,male,36,00 AW,0.67,45.15
9339,female,37,85 mF,0.98,84.45
9340,male,43,41 Ea,0.94,79.86
9341,female,45,97 Yo,0.73,60.18
9342,female,49,03 ca,0.74,63.14
9343,female,77,81 Hg,0.82,51.49
9344,female,50,90 KL,0.99,89.92
9345,male,39,41 pH,0.69,48.96
9346,male,54,19 Xt,0.79,87.4
9347,male,66,99 Xu,0.55,38.11
9348,male,65,26 Yk,0.48,44.7
9349,female,46,58 kL,0.89,76.35
9350,female,35,96 uA,0.51,35.69
9351,male,51,80 aM,0.71,62.07
9352,female,42,87 ef,0.72,52.35
9354,female,47,78 lP,0.92,75.53
9355,female,18,62 Ls,0.81,51.09
9356,male,72,39 YP,0.67,70.2
9357,female,40,89 iq,0.84,69.21
9358,male,53,14 SG,0.83,69.99
9359,male,41,96 kO,0.64,52.94
9360,male,64,14 vN,0.86,71.93
9361,female,57,96 xE,0.69,63.84
9362,male,52,22 Ct,0.8,83.05
9363,male,47,12 Rg,0.89,84.49
9364,male,34,96 xI,0.74,85.56
9365,female,60,47 Sy,0.55,39.53
9367,female,40,77 xP,0.85,79.68
9368,female,47,91 Bp,0.88,78.73
9369,female,58,67 Wf,0.69,59.99
9370,female,43,96 dJ,0.45,43.03
9371,female,36,72 tZ,0.77,75.13
9372,male,75,42 Ud,0.93,85.61
9373,male,85,15 bQ,0.62,40.32
9374,male,34,82 Qo,0.73,71.19
9375,male,69,40 Gw,0.77,67.92
9376,female,51,57 uo,0.9,65.79
9377,male,53,14 LZ,0.29,15.06
9378,male,61,57 bj,0.97,86.7
9379,male,50,32 NH,0.74,52.91
9380,male,45,87 fV,0.67,67.83
9381,male,51,57 fD,0.37,13.51
9382,female,23,08 lu,0.45,34.42
9383,male,27,99 VO,0.71,68.58
9384,male,70,18 VJ,0.53,46.27
9385,male,57,40 ke,0.74,47.06
9386,female,73,74 sR,0.7,72.85
9387,male,62,56 pY,0.83,61.97
9388,female,52,78 xa,0.38,32.96
9389,male,41,46 MY,0.88,74.11
9390,female,28,74 uu,0.54,51.06
9391,female,51,38 ca,0.87,84.09
9392,female,43,29 XW,0.98,92.42
9393,female,59,21 PM,0.88,73.51
9394,male,56,13 EZ,0.66,47.68
9395,male,29,78 Zo,0.94,82.44
9396,male,66,34 Mj,0.57,30.86
9397,male,49,38 Gt,0.82,77.55
9398,male,43,32 nl,0.81,78.45
9399,male,32,42 PO,0.7,49.53
9400,female,91,71 jR,0.97,99.43
9401,female,45,95 Oh,0.94,81.8
9402,male,68,46 xL,0.65,71.16
9403,male,49,86 jv,0.89,74.54
9404,male,37,83 eu,0.93,84.74
9405,male,41,02 gX,0.67,53.71
9406,female,62,98 uk,0.83,80.93
9407,female,59,72 Hj,0.86,69.94
9408,male,42,97 NN,0.8,65.63
9409,female,52,64 Qx,0.77,67.34
9410,female,23,81 zh,0.84,78.87
9411,male,63,74 iH,0.46,37.85
9412,male,25,33 rg,0.7,57.87
9413,female,32,75 PW,0.77,60.83
9414,male,19,14 mA,0.78,87.65
9415,male,40,71 vc,0.59,47.83
9416,male,55,01 gN,0.65,64.11
9417,female,52,48 gS,0.56,53.09
9418,female,61,52 um,0.69,57.8
9419,male,58,07 PL,0.53,48.51
9420,female,46,44 al,0.54,38.82
9421,male,35,80 tO,0.61,35.79
9422,female,35,75 sM,0.65,45.92
9423,male,52,04 Ob,0.81,62.19
9424,male,22,34 BQ,0.77,57.88
9425,female,38,38 jD,0.6,50.7
9426,female,55,54 qC,0.57,45.07
9427,female,59,39 Pl,0.88,70.57
9428,male,57,03 be,0.5,52.49
9429,male,63,62 nN,0.95,87.97
9430,female,21,00 tG,0.6,68.73
9431,male,53,81 ko,0.8,75.03
9432,male,39,39 JA,0.54,51.41
9433,male,18,91 Hu,0.37,35.44
9434,male,48,99 jz,0.73,69.44
9435,male,56,85 Zf,0.56,53.42
9436,male,50,06 cA,0.69,54.65
9437,female,56,57 uM,0.91,79.24
9438,male,32,29 Tr,0.73,48.96
9439,male,37,43 do,0.58,50.54
9440,female,42,40 df,0.75,83.16
9441,male,69,94 Iz,0.7,74.86
9442,female,43,84 Bk,0.8,84.32
9443,male,32,34 Df,0.48,50.52
9444,female,49,73 Gp,0.5,45.02
9445,male,54,45 Cm,0.46,26.64
9446,male,58,11 lX,0.72,43.49
9447,male,19,59 PV,0.67,41.53
9448,male,61,73 MV,0.47,24.25
9449,female,62,11 Bb,0.67,45.55
9450,female,26,42 SI,0.97,90.27
9451,male,58,81 KY,0.79,60.13
9452,male,54,45 Am,0.67,53.72
9453,male,53,15 gT,0.71,45.33
9454,female,61,68 Mz,0.71,56.4
9455,male,30,73 uV,0.8,60.34
9456,male,42,49 WM,0.52,45.24
9457,male,37,94 uI,0.88,99.91
9458,male,43,01 vQ,0.47,33.47
9459,male,53,37 pp,0.73,79.95
9460,female,19,74 gh,0.92,63.32
9461,male,69,10 Mi,0.66,47.63
9462,male,53,07 ns,0.8,65.42
9463,female,47,10 rl,0.66,49.32
9464,male,51,91 mJ,0.68,58.25
9465,female,73,90 ug,0.83,59.97
9466,female,54,31 Lo,0.89,58.19
9467,female,67,21 rd,0.76,57.91
9468,female,41,52 gx,0.79,52.24
9469,female,37,03 AX,0.86,97.67
9470,male,57,90 az,0.27,8
9471,male,51,67 Nn,0.55,34.74
9472,female,37,99 Fa,0.57,59.03
9473,male,11,85 md,0.84,83.84
9474,male,47,25 px,0.96,84.43
9475,female,57,42 hv,0.77,74.32
9476,male,45,98 mi,0.88,83.76
9477,female,65,80 rj,0.53,37.27
9478,male,55,03 Ma,0.76,64.52
9479,male,63,17 js,0.89,66.34
9480,male,52,70 FM,0.79,55.47
9481,male,51,71 nm,0.69,41.51
9482,female,42,43 wf,0.73,61.34
9483,male,58,63 ZS,0.91,70.47
9484,female,53,11 xw,0.82,81.03
9485,male,38,02 BV,0.91,67.89
9486,female,48,18 So,0.9,86.17
9487,female,52,27 Fr,0.55,62.01
9488,male,51,30 MP,0.6,51.85
9489,male,36,67 dh,0.85,72.9
9490,male,65,32 Pb,0.91,85.84
9491,male,56,15 kv,0.75,73.67
9492,male,62,42 rc,0.85,75.47
9493,male,29,46 Ce,0.52,44.66
9494,male,66,89 kI,0.76,66.18
9495,male,23,35 DM,0.43,54.68
9496,male,67,59 sq,0.49,47.44
9497,male,52,01 rA,0.5,31.91
9498,female,61,07 JD,0.94,85.82
9499,male,71,20 TT,0.67,56.04
9500,female,53,24 as,0.66,56.37
9501,female,66,78 uf,0.88,70.59
9502,male,51,31 wn,0.36,17.43
9503,male,38,12 mq,0.84,53.02
9504,male,49,91 BK,0.91,83.11
9505,female,39,31 dh,0.75,66.55
9506,male,48,62 qF,0.7,76.32
9507,male,39,89 Bv,0.77,83.96
9508,female,67,93 SZ,0.6,29.43
9509,female,73,02 WA,0.81,78.78
9510,female,47,57 AI,0.65,48.47
9511,male,49,43 Kx,0.89,67.02
9512,female,52,18 nY,0.83,76.11
9513,male,43,93 aO,0.79,80.12
9514,male,67,43 lE,0.5,44.91
9515,female,45,60 hL,0.99,98.61
9516,male,71,98 rZ,0.76,73.54
9517,female,48,28 Uf,0.78,64.3
9518,female,68,56 vo,0.69,50.03
9519,male,34,26 Bs,0.81,86.7
9520,male,53,89 Yh,0.64,61.52
9521,female,58,99 wb,0.52,39.57
9522,male,24,51 VJ,0.71,57.79
9523,female,55,42 to,0.92,67.15
9524,female,64,95 VH,0.86,67.17
9525,male,61,14 Sr,0.76,93.48
9526,female,50,44 cl,0.72,72.04
9527,male,56,48 Kv,0.86,73.35
9528,female,44,02 Cl,0.74,69.32
9529,female,43,08 fy,0.61,47.73
9530,male,63,71 Qu,0.68,65.02
9531,female,75,02 ou,0.4,20.42
9532,female,39,22 Hv,0.38,41.04
9533,female,42,56 Qh,0.98,85.16
9534,male,66,47 KD,0.72,61.76
9535,female,49,89 XV,0.78,57.87
9536,male,86,31 qf,0.84,54.56
9537,female,69,48 ty,0.79,56.44
9538,female,39,11 PK,0.76,87.11
9539,female,31,98 ze,0.68,59.11
9540,female,82,82 CS,0.6,35.92
9541,female,69,94 ef,0.64,38.18
9542,male,66,60 bC,0.66,51.93
9543,female,46,63 gj,0.83,65.83
9544,male,52,33 YY,0.73,52.5
9545,male,33,42 np,0.9,74.57
9546,male,56,50 Ix,0.52,36.24
9547,female,53,29 Hx,0.92,95.77
9548,male,62,01 zg,0.8,63.39
9549,male,46,87 QB,0.63,39.42
9550,male,63,13 iW,0.82,77.33
9551,female,70,36 If,0.82,76.61
9552,female,31,99 JT,0.86,84.43
9553,female,34,73 cS,0.84,80.9
9554,female,43,14 PQ,0.77,83.74
9555,female,41,75 WO,0.6,52.65
9556,male,45,41 Wk,0.89,84.81
9557,male,58,42 Gt,0.49,38.6
9558,female,38,20 uO,0.83,69.61
9559,male,47,90 zg,0.69,63.24
9560,male,73,77 AY,0.31,3.45
9561,male,61,98 QM,0.7,49.68
9562,male,36,18 lA,0.93,83.02
9563,male,50,27 bP,0.73,70.34
9564,male,33,88 sz,0.74,51.21
9565,male,30,69 RN,0.9,88.39
9566,male,65,22 tA,0.69,53.7
9567,male,28,59 df,0.63,55.63
9568,female,40,44 mW,0.88,70.76
9569,male,56,78 ML,0.61,46.97
9570,female,56,75 rg,0.53,55.42
9571,female,57,16 Pl,0.84,89.73
9572,male,46,44 gq,0.53,41.36
9573,female,37,05 oM,0.92,85
9574,male,31,95 up,0.85,68.94
9575,female,47,49 qk,0.82,63
9576,male,49,12 dB,0.76,56.16
9577,male,56,40 Po,0.61,30.75
9578,female,35,40 GC,0.82,63.47
9579,male,43,36 pF,0.97,83.3
9580,male,51,06 rz,0.94,62.52
9581,female,24,09 ba,0.73,58.09
9582,male,45,97 TP,0.75,84.6
9583,male,34,22 up,0.67,66.72
9584,female,44,52 cX,0.83,79.1
9585,female,48,19 KL,0.9,89.8
9586,male,57,27 Ey,0.51,36.49
9587,female,66,87 jn,0.74,73.48
9588,male,63,91 CY,0.46,40.36
9589,female,48,72 mw,0.83,61.89
9590,male,53,14 tE,0.65,68.7
9591,female,51,28 mq,0.67,62.08
9592,female,35,57 JB,0.29,12.02
9593,male,57,82 Xy,0.71,39.2
9594,male,17,47 HO,0.86,72.12
9595,female,45,92 iV,0.87,88.52
9596,female,68,89 MQ,0.68,57.04
9597,male,58,64 pg,0.92,66.49
9598,female,45,04 tm,0.85,70.22
9599,male,13,29 uf,0.77,53.15
9600,female,50,82 xF,0.87,74.43
9601,female,43,10 pP,0.73,61.94
9602,female,59,99 rR,0.74,59.26
9603,male,62,05 tf,0.65,54.62
9604,female,51,57 hR,0.77,74.49
9605,female,52,65 dQ,0.41,21.6
9606,female,52,61 Yo,0.93,84.73
9607,female,59,37 iJ,0.88,99.6
9608,male,47,25 Ib,0.55,45.94
9609,female,42,99 wC,0.81,61.37
9610,female,21,24 RJ,0.67,51.05
9611,female,53,72 CO,0.48,43.49
9612,male,18,19 Wd,0.85,55.96
9613,male,70,85 qh,0.78,70.44
9614,male,52,31 sI,0.88,73.22
9615,female,49,40 lR,0.53,56.66
9616,female,59,83 eR,0.7,54.13
9617,female,34,33 kY,0.92,70.71
9618,male,58,65 Fv,0.84,60.98
9619,male,38,85 Id,0.81,65.23
9620,female,76,30 SY,0.94,88.13
9621,female,73,79 VU,0.77,51.25
9622,male,62,28 uH,0.73,66.69
9623,male,62,76 Rk,0.81,78.13
9624,female,41,57 xp,0.85,79.6
9625,female,43,28 xC,0.97,93.45
9626,female,61,12 Ee,0.82,79.95
9627,male,48,70 kj,0.82,67.18
9628,female,58,25 kg,0.54,41.79
9629,female,44,82 mR,0.79,64.1
9630,male,65,00 su,0.68,66.13
9631,male,43,11 dY,0.74,61.55
9632,female,60,24 kQ,0.62,71.35
9633,male,43,16 bX,0.71,55.43
9634,female,63,76 fu,0.7,56.32
9635,female,37,51 Hv,0.53,32.43
9636,female,37,73 lg,0.63,59.34
9637,male,66,31 Fd,0.69,58.9
9638,male,71,67 cM,0.53,46.28
9639,male,64,51 CA,0.7,51.35
9640,male,50,05 LU,0.92,86.26
9641,male,55,54 PJ,0.69,55.31
9642,male,49,65 pr,0.83,74.55
9643,female,22,28 cD,0.71,66.28
9644,male,58,16 pC,0.7,57.24
9645,female,45,94 Js,0.68,71.3
9646,male,31,20 zB,0.79,59.44
9647,male,42,27 TY,0.33,35.87
9648,male,49,75 Xf,0.89,79.48
9649,male,82,11 Du,0.75,65.57
9650,female,43,10 PU,0.68,50.48
9651,female,42,49 xH,0.76,63.61
9652,female,48,32 VM,0.73,65.84
9653,male,60,76 Xm,0.8,71.64
9654,female,42,44 ma,0.54,40.94
9655,male,47,47 En,0.92,84.89
9656,female,49,39 Qn,0.59,39.34
9657,female,35,16 md,0.85,76.06
9658,male,50,06 Tt,0.59,34.33
9659,male,56,03 Wh,0.6,55.12
9660,female,61,43 Co,0.8,67.33
9661,female,64,78 is,0.64,65.08
9662,female,57,32 am,0.59,52.68
9663,male,57,64 ZT,0.72,85.58
9664,female,29,30 sA,0.95,75.52
9665,male,14,54 sk,0.6,52.77
9666,female,38,84 Ka,0.7,53.29
9667,male,51,30 kg,0.61,52.15
9668,male,70,39 bI,0.54,53.15
9669,female,36,84 pp,0.53,29.67
9670,female,28,43 Nv,0.8,79.19
9671,male,59,20 wX,0.73,68.3
9672,male,64,19 em,0.43,33.44
9673,male,50,13 ws,0.61,46.04
9674,female,70,38 UX,0.91,80.73
9675,male,36,17 YT,0.54,41.86
9676,female,55,06 Px,0.89,72.59
9677,female,71,18 fA,0.92,75.88
9678,female,62,38 de,0.93,72.08
9679,male,38,01 vl,0.91,78.2
9680,female,28,58 JV,0.78,67.5
9681,male,50,25 cT,0.67,63.9
9682,male,42,71 hx,0.7,84.56
9683,female,46,44 Az,0.87,86.36
9684,female,51,76 Ns,0.42,35.07
9685,male,58,53 sz,0.59,53.51
9686,female,58,62 jv,0.94,89.01
9687,male,48,26 to,0.83,80.06
9688,male,34,97 hB,0.88,96.11
9689,female,28,89 jr,0.93,81.51
9690,male,46,57 NJ,0.38,40.24
9691,male,27,11 aW,0.46,31.26
9692,male,32,41 Fv,0.62,58.92
9693,female,75,32 GO,0.98,69.14
9694,female,53,51 TT,0.76,52.38
9695,male,46,13 Eg,0.8,61.5
9696,female,50,84 DU,0.61,56.79
9697,female,71,11 BO,0.48,56.79
9698,male,42,17 DT,0.48,55.47
9699,male,39,10 OL,0.64,41.58
9700,male,46,18 kv,0.75,60.26
9701,female,50,78 Tv,0.73,48.55
9702,male,62,84 xT,0.93,89.89
9703,female,57,73 Zx,0.81,85.45
9704,male,71,60 UO,0.77,63.12
9705,female,12,77 jr,0.89,62.69
9706,female,28,54 gT,0.92,71.77
9707,male,39,14 RC,0.79,68.44
9708,female,66,48 zC,0.62,42.7
9709,male,74,06 jt,0.66,57.41
9710,female,43,73 uB,0.59,44.44
9711,female,56,90 uT,0.66,60.41
9712,male,46,44 ZN,0.73,50.23
9713,female,64,05 wj,0.7,69.8
9714,male,39,47 kf,0.84,78.04
9715,male,47,39 Ti,0.61,52.47
9716,female,43,93 tB,0.72,63.9
9717,male,55,44 ug,0.86,80.84
9718,male,34,87 JU,0.45,40.8
9719,male,44,98 mI,0.49,38.45
9720,male,72,90 YR,0.87,85.73
9721,female,52,75 lD,0.94,77.76
9722,female,62,33 EP,0.83,65.83
9723,female,46,15 mP,0.71,56.57
9724,female,42,05 ZR,0.64,48.74
9725,male,54,40 ws,0.74,49.68
9726,male,46,16 yR,0.93,80.47
9727,female,40,31 MY,0.94,83.98
9728,male,58,08 xU,0.27,10.2
9729,male,65,85 TK,0.46,46.11
9730,male,61,53 NR,0.72,53.95
9731,female,49,80 Lf,0.92,93.04
9732,female,55,97 JI,0.83,64.71
9733,male,28,57 qR,0.79,68.23
9734,male,57,95 ei,0.99,83.23
9735,female,47,41 Pw,0.7,65.54
9736,female,64,01 Bq,0.83,63.02
9737,female,61,87 Lp,0.54,40.66
9738,male,36,84 fN,0.3,16.3
9739,female,56,21 iV,0.78,74.1
9740,female,67,16 Mh,0.63,48.78
9741,female,36,68 UT,0.81,56.49
9742,female,14,82 RI,0.58,41.49
9743,male,81,95 aY,0.91,94.47
9744,male,77,61 dR,0.84,56.2
9745,female,46,62 GD,0.86,91.38
9746,male,30,58 vp,0.53,57.05
9747,female,40,44 JT,0.67,65.51
9748,female,42,26 Lk,0.94,75.06
9749,male,58,76 Js,0.83,77.36
9750,male,42,98 nw,0.53,54.44
9751,female,38,41 ot,0.75,61.76
9752,male,54,34 Hk,0.77,52.07
9753,female,100,59 zh,0.81,75.45
9754,female,47,54 ET,0.92,83.78
9755,female,44,49 sM,0.79,46.63
9756,female,62,70 uK,0.77,88.88
9757,male,43,60 fN,0.62,45.99
9758,female,47,39 Yg,0.81,71.29
9759,female,56,79 aY,0.67,78.37
9760,male,57,82 Qu,0.89,87.78
9761,male,41,74 LG,0.64,61.77
9762,female,61,44 Xb,0.64,44.08
9763,male,71,53 QL,0.85,95.56
9764,male,30,50 bE,0.71,73.19
9765,male,77,47 FR,0.35,23.24
9766,female,44,70 UY,0.66,55.37
9767,female,25,88 wU,0.87,78.65
9768,female,54,44 Uf,0.91,98.22
9769,male,50,55 XO,0.56,41.56
9770,male,51,85 Sc,0.63,32.94
9771,female,65,52 fj,0.62,75.42
9772,female,83,06 bc,0.74,68.02
9773,female,25,21 Gf,0.56,45.94
9774,female,69,71 UZ,0.48,31.36
9775,female,40,91 ne,0.73,72.49
9776,female,37,21 jP,0.78,85.33
9777,female,52,13 hE,0.75,78.81
9778,female,20,06 sI,0.93,77.69
9779,male,61,43 UM,0.88,88.59
9780,female,76,99 mu,0.92,76.99
9781,female,53,05 aw,0.92,88.28
9782,female,57,33 wb,0.63,45.4
9783,male,50,52 uY,0.63,54.2
9784,female,78,01 JD,0.72,78.38
9785,male,44,89 yz,0.82,61.45
9786,male,61,26 cJ,0.87,71.91
9787,female,46,41 YW,0.76,69.74
9788,male,59,90 LU,0.69,69.63
9789,male,70,58 jR,0.61,56.31
9790,female,76,43 fI,0.78,75.74
9791,female,43,59 NU,0.72,51.68
9792,female,52,01 tJ,0.83,77.82
9793,female,28,64 pZ,0.24,32.08
9794,male,50,38 vg,0.88,83.76
9795,female,58,52 CO,0.89,92.93
9796,male,48,69 KU,0.76,56.71
9797,male,46,56 jz,0.84,69.59
9798,female,78,25 rR,0.89,72.23
9799,female,40,55 LI,0.81,56.81
9800,female,39,17 of,0.69,45.14
9801,male,65,86 mh,0.78,70.85
9802,female,25,49 AG,0.92,82.12
9803,female,45,53 SM,0.62,44.89
9804,male,46,11 fq,0.81,57.17
9805,male,81,50 jn,0.9,76.64
9806,male,43,14 ev,0.49,20.39
9807,female,37,34 xa,0.88,76.12
9808,female,50,86 RM,0.58,42.11
9809,female,50,82 MH,0.72,58.65
9810,female,37,21 Rc,0.76,50.34
9811,male,39,60 FT,0.58,43.8
9812,female,43,04 Qx,0.88,82.64
9813,male,61,99 Mn,0.77,56.15
9814,female,45,01 ny,0.97,83.94
9815,male,46,55 yl,0.79,79.81
9816,male,17,71 qR,0.6,32.92
9817,female,67,15 Bd,0.96,74.2
9818,male,60,29 Kk,0.54,46.48
9819,male,27,99 Jt,0.32,24.74
9820,male,43,70 nx,0.56,46.73
9821,male,74,03 xP,0.67,63.07
9822,female,43,07 qz,0.82,70.15
9823,male,29,23 DY,0.86,85.14
9824,female,59,63 eH,0.74,65.99
9825,male,49,44 xI,0.66,47.15
9826,female,53,24 Mk,0.64,47.36
9827,female,32,15 bl,0.83,75.26
9828,male,64,39 DE,0.77,61.67
9829,female,28,55 Fg,0.78,67.39
9830,female,43,87 WR,0.92,83.23
9831,male,49,09 Jy,0.26,23.32
9832,male,33,71 Wq,0.93,64.73
9833,female,25,47 Yy,0.76,80.29
9834,female,49,38 Jo,0.77,82.65
9835,male,32,66 GS,0.79,64.82
9836,female,27,32 Ch,0.69,64.06
9837,male,56,44 Gn,0.62,50.82
9838,male,60,62 FY,0.54,37.16
9839,male,41,33 Mg,0.5,43.45
9840,male,63,97 gS,0.8,93.08
9841,male,50,88 Gx,0.71,51.54
9842,male,69,68 DJ,0.59,34.08
9843,female,46,21 CK,0.83,76.18
9844,female,66,37 ht,0.85,78.96
9845,male,37,29 dD,0.81,56.39
9846,male,44,20 Ig,0.73,47.44
9847,male,60,24 SV,0.91,65.13
9848,male,37,52 Qm,0.85,81.98
9849,female,63,15 vM,0.82,59.18
9850,female,64,40 Ih,0.75,40.64
9852,male,39,01 at,0.95,72.4
9854,male,73,90 ae,0.64,55.14
9855,male,58,67 Mm,0.77,62.99
9856,male,39,79 DP,0.51,42.3
9857,female,36,86 VB,0.69,64.35
9858,male,61,24 GC,0.77,72.95
9859,female,68,45 oz,0.67,59.75
9860,male,23,82 Az,0.54,27.35
9861,female,56,01 jS,0.74,67.78
9862,female,64,75 AU,0.74,74.32
9863,male,44,65 yo,0.79,79.79
9864,male,28,17 Gw,0.94,84.87
9865,female,44,30 ge,0.83,76.27
9866,female,34,43 Tb,0.77,60.48
9867,female,58,29 xz,0.96,99.13
9868,female,45,43 ME,0.75,62.32
9869,male,53,20 hs,0.66,37.7
9870,male,55,67 Db,0.7,80.6
9871,female,48,15 HR,0.85,86.46
9872,male,40,12 FG,0.7,61.35
9873,female,47,94 se,0.86,59.5
9874,female,74,79 RX,0.53,44.66
9875,female,36,33 EX,0.45,44.92
9876,male,37,91 oW,0.61,60.4
9877,male,52,43 NE,0.82,88.69
9878,female,62,02 ju,0.83,71.74
9879,male,59,58 cQ,0.8,62.88
9880,female,36,24 bb,0.72,63.65
9881,male,73,40 Kf,0.51,70.29
9882,male,49,99 Eq,0.73,62.83
9883,female,83,32 Oh,0.95,98.58
9884,male,32,41 WX,0.76,66.68
